date,rainfall_mm
2026-06-05,0.03
2026-06-06,11.22
2026-06-07,0.0
2026-06-08,8.46
2026-06-09,1.31
2026-06-10,0.61
2026-06-11,6.76
2026-06-12,0.0
2026-06-13,0.0
2026-06-14,0.09
2026-06-15,0.06
2026-06-16,0.0
2026-06-17,1.33
2026-06-18,0.12
2026-06-19,0.0
2026-06-20,0.0
2026-06-21,0.0
2026-06-22,0.0
2026-06-23,0.05
2026-06-24,0.0
2026-06-25,0.0
2026-06-26,0.0
2026-06-27,0.33
2026-06-28,0.0
2026-06-29,0.0
2026-06-30,0.25
2026-07-01,0.0
2026-07-02,0.0
2026-07-03,0.0
2026-07-04,0.0
2026-07-05,0.0
2026-07-06,0.0
2026-07-07,0.0
2026-07-08,0.0
2026-07-09,0.0
2026-07-10,0.0
2026-07-11,0.0
2026-07-12,0.0
2026-07-13,0.0
2026-07-14,0.0
2026-07-15,0.0
2026-07-16,0.0
2026-07-17,0.0
2026-07-18,0.0
2026-07-19,0.0
2026-07-20,0.0
2026-07-21,0.0
2026-07-22,0.0
2026-07-23,0.0
2026-07-24,0.0
2026-07-25,0.0
2026-07-26,0.25
2026-07-27,0.0
2026-07-28,0.0
2026-07-29,0.0
2026-07-30,0.0
2026-07-31,0.0
2026-08-01,0.0
2026-08-02,0.0
2026-08-03,0.0
2026-08-04,0.13
2026-08-05,0.0
2026-08-06,0.0
2026-08-07,0.0
2026-08-08,0.0
2026-08-09,0.0
2026-08-10,0.0
2026-08-11,0.0
2026-08-12,0.0
2026-08-13,0.0
2026-08-14,0.0
2026-08-15,0.0
2026-08-16,0.0
2026-08-17,0.0
2026-08-18,0.03
2026-08-19,1.93
2026-08-20,0.05
2026-08-21,0.0
2026-08-22,0.0
2026-08-23,0.0
2026-08-24,0.02
2026-08-25,0.0
2026-08-26,0.0
2026-08-27,0.75
2026-08-28,0.37
2026-08-29,0.55
2026-08-30,0.37
2026-08-31,0.43
2026-09-01,0.0
2026-09-02,0.76
2026-09-03,0.22
2026-09-04,0.46
2026-09-05,0.03
2026-09-06,0.0
